"input_gene","RNA_assay","SCT_assay"
"Vstm2a","Vstm2a","Vstm2a"
"Egfr","Egfr","Egfr"
"Fbxo48","Fbxo48","Fbxo48"
"Plek","Plek","Plek"
"Cnrip1","Cnrip1","Cnrip1"
"Pno1","Pno1","Pno1"
"C1d","C1d","C1d"
"Meis1","Meis1","Meis1"
"Spred2","Spred2","Spred2"
"Actr2","Actr2","Actr2"
"Rab1a","Rab1a","Rab1a"
"Cep68","Cep68","Cep68"
"Slc1a4","Slc1a4","Slc1a4"
"Sertad2","Sertad2","Sertad2"
"Aftph","Aftph","Aftph"
"Peli1","Peli1","Peli1"
"Vps54","Vps54","Vps54"
"Ugp2","Ugp2","Ugp2"
"Mdh1","Mdh1","Mdh1"
"Wdpcp","Wdpcp","Wdpcp"
"Otx1","Otx1","Otx1"
"Ehbp1","Ehbp1","Ehbp1"
"Tmem17","Tmem17","Tmem17"
"B3gnt2","B3gnt2","B3gnt2"
"Commd1","Commd1","Commd1"
"Cct4","Cct4","Cct4"
"Fam161a","Fam161a","Fam161a"
"Xpo1","Xpo1","Xpo1"
"Usp34","Usp34","Usp34"
"Ahsa2","Ahsa2","Ahsa2"
"Pex13","Pex13","Pex13"
"Pus10","Pus10","Pus10"
"Rel","Rel","Rel"
"Papolg","Papolg","Papolg"
"Bcl11a","Bcl11a","Bcl11a"
"Fancl","Fancl","Fancl"
"Vrk2","Vrk2","Vrk2"
"Ccdc85a","Ccdc85a","Ccdc85a"
"Efemp1","Efemp1","Efemp1"
"Pnpt1","Pnpt1","Pnpt1"
"Ppp4r3b","Ppp4r3b","Ppp4r3b"
"Cfap36","Cfap36","Cfap36"
"Ccdc88a","Ccdc88a","Ccdc88a"
"Prorsd1","Prorsd1","Prorsd1"
"Mtif2","Mtif2","Mtif2"
"Rps27a","Rps27a","Rps27a"
"Clhc1","Clhc1","Clhc1"
"Rtn4","Rtn4","Rtn4"
"Eml6","Eml6","Eml6"
"Sptbn1","Sptbn1","Sptbn1"
"Acyp2","Acyp2","Acyp2"
"Psme4","Psme4","Psme4"
"Gpr75","Gpr75","Gpr75"
"Erlec1","Erlec1","Erlec1"
"Asb3","Asb3","Asb3"
"Chac2","Chac2","Chac2"
"Dlg5","Dlg5","Dlg5"
"Kcnma1","Kcnma1","Kcnma1"
"Lrmda","Lrmda","Lrmda"
"Zfp503","Zfp503","Zfp503"
"Comtd1","Comtd1","Comtd1"
"Vdac2","Vdac2","Vdac2"
"Samd8","Samd8","Samd8"
"Dusp13","Dusp13","Dusp13"
"Dusp29","Dusp29","Dusp29"
"Kat6b","Kat6b","Kat6b"
"Adk","Adk","Adk"
"Ap3m1","Ap3m1","Ap3m1"
"Vcl","Vcl","Vcl"
"Plau","Plau","Plau"
"Camk2g","Camk2g","Camk2g"
"Ndst2","Ndst2","Ndst2"
"Zswim8","Zswim8","Zswim8"
"Chchd1","Chchd1","Chchd1"
"Fut11","Fut11","Fut11"
"Sec24c","Sec24c","Sec24c"
"Synpo2l","Synpo2l","Synpo2l"
"Myoz1","Myoz1","Myoz1"
"Usp54","Usp54","Usp54"
"Ppp3cb","Ppp3cb","Ppp3cb"
"Mss51","Mss51","Mss51"
"Anxa7","Anxa7","Anxa7"
"Cfap70","Cfap70","Cfap70"
"Mrps16","Mrps16","Mrps16"
"Dnajc9","Dnajc9","Dnajc9"
"Fam149b1","Fam149b","Fam149b"
"Ecd","Ecd","Ecd"
"Nudt13","Nudt13","Nudt13"
"Kcnk16","Kcnk16","Kcnk16"
"Kcnk5","Kcnk5","Kcnk5"
"Rtraf","Rtraf","Rtraf"
"Nid2","Nid2","Nid2"
"Ube2e2","Ube2e2","Ube2e2"
"Ube2e1","Ube2e1","Ube2e1"
"Nkiras1","Nkiras1","Nkiras1"
"Nr1d2","Nr1d2","Nr1d2"
"Thrb","Thrb","Thrb"
"Rarb","Rarb","Rarb"
"Top2b","Top2b","Top2b"
"Ngly1","Ngly1","Ngly1"
"Oxsm","Oxsm","Oxsm"
"Lrrc3b","Lrrc3b","Lrrc3b"
"Nek10","Nek10","Nek10"
"Slc4a7","Slc4a7","Slc4a7"
"Psmd6","Psmd6","Psmd6"
"Atxn7","Atxn7","Atxn7"
"Thoc7","Thoc7","Thoc7"
"LOC102550375","Gm11100","Gm11100"
"Sntn","Sntn","Sntn"
"Synpr","Synpr","Synpr"
"Cadps","Cadps","Cadps"
"Fezf2","Fezf2","Fezf2"
"RGD1306063","Cep15","Cep15"
"Ptprg","Ptprg","Ptprg"
"Fhit","Fhit","Fhit"
"Cfap20dc","Cfap20dc","Cfap20dc"
"Fam3d","Fam3d",NA
"Fam107a","Fam107a","Fam107a"
"Acox2","Acox2","Acox2"
"Kctd6","Kctd6","Kctd6"
"Pdhb","Pdhb","Pdhb"
"Pxk","Pxk","Pxk"
"Rpp14","Rpp14","Rpp14"
"Abhd6","Abhd6","Abhd6"
"Dnase1l3","Dnase1l3","Dnase1l3"
"LOC108353015","Gm45521","Gm45521"
"Flnb","Flnb","Flnb"
"Ptgdr","Ptgdr",NA
"Ptger2","Ptger2","Ptger2"
"Txndc16","Txndc16","Txndc16"
"Gpr137c","Gpr137c","Gpr137c"
"Ero1a","Ero1a","Ero1a"
"Psmc6","Psmc6","Psmc6"
"Fermt2","Fermt2","Fermt2"
"Ddhd1","Ddhd1","Ddhd1"
"Bmp4","Bmp4","Bmp4"
"Cdkn3","Cdkn3","Cdkn3"
"Cnih1","Cnih1","Cnih1"
"Gmfb","Gmfb","Gmfb"
"Cgrrf1","Cgrrf1","Cgrrf1"
"Samd4a","Samd4","Samd4"
"Gch1","Gch1","Gch1"
"Wdhd1","Wdhd1","Wdhd1"
"Socs4","Socs4","Socs4"
"Mapk1ip1l","Mapk1ip1l","Mapk1ip1l"
"Lgals3","Lgals3","Lgals3"
"Dlgap5","Dlgap5","Dlgap5"
"Fbxo34","Fbxo34","Fbxo34"
"Atg14","Atg14","Atg14"
"Ktn1","Ktn1","Ktn1"
"Peli2","Peli2","Peli2"
"Tmem260","Tmem260","Tmem260"
"Otx2","Otx2","Otx2"
"Exoc5","Exoc5","Exoc5"
"Ap5m1","Ap5m1","Ap5m1"
"Naa30","Naa30","Naa30"
"Ccdc198","ccdc198","ccdc198"
"Slc35f4","Slc35f4","Slc35f4"
"Armh4","Armh4","Armh4"
"Tlr11","Tlr11",NA
"Ttc5","Ttc5","Ttc5"
"Ccnb1ip1","Ccnb1ip1","Ccnb1ip1"
"Parp2","Parp2","Parp2"
"Tep1","Tep1","Tep1"
"Klhl33","Klhl33","Klhl33"
"Osgep","Osgep","Osgep"
"Apex1","Apex1","Apex1"
"Pip4p1","Pip4p1","Pip4p1"
"Rnase10","Rnase10","Rnase10"
"Rnase11","Rnase11","Rnase11"
"Rnase12","Rnase12","Rnase12"
"Rnase4","Rnase4","Rnase4"
"LOC108352909","Atp6v1f","Atp6v1f"
"Eddm3b","Eddm3b","Eddm3b"
"Rnase6","Rnase6","Rnase6"
"Mettl17","Mettl17","Mettl17"
"Slc39a2","Slc39a2","Slc39a2"
"Ndrg2","Ndrg2","Ndrg2"
"Tppp2","Tppp2","Tppp2"
"Rnase13","Rnase13",NA
"Arhgef40","Arhgef40","Arhgef40"
"Zfp219","Zfp219","Zfp219"
"Hnrnpc","Hnrnpc","Hnrnpc"
"Rpgrip1","Rpgrip1","Rpgrip1"
"Supt16h","Supt16","Supt16"
"Chd8","Chd8","Chd8"
"Rab2b","Rab2b","Rab2b"
"Tox4","Tox4","Tox4"
"Mettl3","Mettl3","Mettl3"
"Sall2","Sall2","Sall2"
"LOC108353026","Trdv1","Trdv1"
"Dad1","Dad1","Dad1"
"Abhd4","Abhd4","Abhd4"
"Oxa1l","Oxa1l","Oxa1l"
"Slc7a7","Slc7a7","Slc7a7"
"Mmp14","Mmp14","Mmp14"
"Lrp10","Lrp10","Lrp10"
"Rem2","Rem2","Rem2"
"Prmt5","Prmt5","Prmt5"
"Haus4","Haus4","Haus4"
"Ajuba","Ajuba","Ajuba"
"RGD1565222","4931414P19Rik","4931414P19Rik"
"Psmb5","Psmb5","Psmb5"
"Cdh24","Cdh24","Cdh24"
"Acin1","Acin1","Acin1"
"Cebpe","Cebpe","Cebpe"
"Slc7a8","Slc7a8","Slc7a8"
"Homez","Homez","Homez"
"Bcl2l2","Bcl2l2","Bcl2l2"
"Ppp1r3e","Ppp1r3e","Ppp1r3e"
"Pabpn1","Pabpn1","Pabpn1"
"Slc22a17","Slc22a17","Slc22a17"
"Efs","Efs","Efs"
"Cmtm5","Cmtm5","Cmtm5"
"Myh6","Myh6","Myh6"
"Mir3546","Mir208a","Mir208a"
"Myh7","Myh7","Myh7"
"Ngdn","Ngdn","Ngdn"
"Zfhx2","Zfhx2","Zfhx2"
"Thtpa","Thtpa","Thtpa"
"Ap1g2","Ap1g2","Ap1g2"
"Dhrs2","Dhrs2","Dhrs2"
"Dhrs4","Dhrs4","Dhrs4"
"Carmil3","Carmil3","Carmil3"
"Cpne6","Cpne6","Cpne6"
"Pck2","Pck2","Pck2"
"Dcaf11","Dcaf11","Dcaf11"
"Fitm1","Fitm1","Fitm1"
"Psme1","Psme1","Psme1"
"Emc9","Emc9","Emc9"
"Rnf31","Rnf31","Rnf31"
"Irf9","Irf9","Irf9"
"Rec8","Rec8",NA
"Ipo4","Ipo4","Ipo4"
"Tm9sf1","Tm9sf1","Tm9sf1"
"Tssk4","Tssk4",NA
"Mdp1","Mdp1","Mdp1"
"Nedd8","Nedd8","Nedd8"
"Gmpr2","Gmpr2","Gmpr2"
"Tinf2","Tinf2","Tinf2"
"Tgm1","Tgm1","Tgm1"
"Rabggta","Rabggta","Rabggta"
"Dhrs1","Dhrs1","Dhrs1"
"Nop9","Nop9","Nop9"
"Cideb","Cideb","Cideb"
"Adcy4","Adcy4","Adcy4"
"Ripk3","Ripk3","Ripk3"
"Nfatc4","Nfatc4","Nfatc4"
"Nynrin","Nynrin","Nynrin"
"Cbln3","Cbln3","Cbln3"
"Khnyn","Khnyn","Khnyn"
"Sdr39u1","Sdr39u1","Sdr39u1"
"Cma1","Cma1","Cma1"
"Mcpt1l1","Mcpt4","Mcpt4"
"Cenpj","Cenpj","Cenpj"
"Pspc1","Pspc1","Pspc1"
"Zmym5","Zmym5","Zmym5"
"Zmym2","Zmym2","Zmym2"
"Gjb2","Gjb2","Gjb2"
"Gjb6","Gjb6","Gjb6"
"Cryl1","Cryl1","Cryl1"
"Ift88","Ift88","Ift88"
"Eef1akmt1","Eef1akmt1","Eef1akmt1"
"Xpo4","Xpo4","Xpo4"
"Lats2","Lats2","Lats2"
"Ska3","Ska3","Ska3"
"Mrpl57","Mrpl57","Mrpl57"
"Zdhhc20","Zdhhc20","Zdhhc20"
"Micu2","Micu2","Micu2"
"Fgf9","Fgf9","Fgf9"
"Rcbtb1","Rcbtb1","Rcbtb1"
"Phf11","Phf11d","Phf11d"
"Cab39l","Cab39l","Cab39l"
"Cdadc1","Cdadc1","Cdadc1"
"Shisa2","Shisa2","Shisa2"
"Atp8a2","Atp8a2","Atp8a2"
"Nup58","Gm49336","Gm49336"
"Mtmr6","Mtmr6","Mtmr6"
"Amer2","Amer2","Amer2"
"Spata13","Spata13","Spata13"
"C1qtnf9","C1qtnf9","C1qtnf9"
"Mipep","Mipep","Mipep"
"Tnfrsf19","Tnfrsf19","Tnfrsf19"
"Sacs","Sacs","Sacs"
"Sgcg","Sgcg","Sgcg"
"Arl11","Arl11","Arl11"
"Ebpl","Ebpl","Ebpl"
"Kpna3","Kpna3","Kpna3"
"Spryd7","Spryd7","Spryd7"
"Trim13","Trim13","Trim13"
"Dleu7","Dleu7","Dleu7"
"Rnaseh2b","Rnaseh2b","Rnaseh2b"
"Gucy1b2","Gucy1b2","Gucy1b2"
"LOC102554746","Gm4131","Gm4131"
"Fam124a","Fam124a","Fam124a"
"Ints6","Ints6","Ints6"
"Wdfy2","Wdfy2","Wdfy2"
"Defb41","Defb47",NA
"Ctsb","Ctsb","Ctsb"
"Fdft1","Fdft1","Fdft1"
"Neil2","Neil2","Neil2"
"Blk","Blk","Blk"
"Fam167a","Fam167a","Fam167a"
"Tdh","Tdh","Tdh"
"Mtmr9","Mtmr9","Mtmr9"
"Xkr6","Xkr6","Xkr6"
"Pinx1","Pinx1","Pinx1"
"Sox7","Sox7","Sox7"
"Prss55","Prss55","Prss55"
"Prss51","Prss51",NA
"Msra","Msra","Msra"
"Kif13b","Kif13b","Kif13b"
"Hmbox1","Hmbox1","Hmbox1"
"Ints9","Ints9","Ints9"
"Extl3","Extl3","Extl3"
"Fzd3","Fzd3","Fzd3"
"Fbxo16","Fbxo16","Fbxo16"
"Zfp395","Zfp395","Zfp395"
"Pnoc","Pnoc","Pnoc"
"Elp3","Elp3","Elp3"
"Scara5","Scara5","Scara5"
"Pbk","Pbk","Pbk"
"Esco2","Esco2","Esco2"
"Ccdc25","Ccdc25","Ccdc25"
"Scara3","Scara3","Scara3"
"Clu","Clu","Clu"
"Gulo","Gulo","Gulo"
"Ephx2","Ephx2","Ephx2"
"Chrna2","Chrna2",NA
"Ptk2b","Ptk2b","Ptk2b"
"Trim35","Trim35","Trim35"
"Stmn4","Stmn4","Stmn4"
"Adra1a","Adra1a","Adra1a"
"Dpysl2","Dpysl2","Dpysl2"
"Pnma2","Pnma2","Pnma2"
"Bnip3l","Bnip3l","Bnip3l"
"Ppp2r2a","Ppp2r2a","Ppp2r2a"
"Ebf2","Ebf2","Ebf2"
"Cdca2","Cdca2","Cdca2"
"Kctd9","Kctd9","Kctd9"
"Gnrh1","Gnrh1","Gnrh1"
"Dock5","Dock5","Dock5"
"Nefl","Nefl","Nefl"
"Adamdec1","Adamdec1","Adamdec1"
"Stc1","Stc1","Stc1"
"Nkx3-1","Nkx3-1","Nkx3-1"
"Slc25a37","Slc25a37","Slc25a37"
"Loxl2","Loxl2","Loxl2"
"R3hcc1","R3hcc1","R3hcc1"
"Chmp7","Chmp7","Chmp7"
"Tnfrsf10b","Tnfrsf10b",NA
"Rhobtb2","Rhobtb2","Rhobtb2"
"Egr3","Egr3","Egr3"
"Bin3","Bin3","Bin3"
"Ccar2","Ccar2","Ccar2"
"Pdlim2","Pdlim2","Pdlim2"
"Sorbs3","Sorbs3","Sorbs3"
"Ppp3cc","Ppp3cc","Ppp3cc"
"Slc39a14","Slc39a14","Slc39a14"
"Piwil2","Piwil2","Piwil2"
"Polr3d","Polr3d","Polr3d"
"Phyhip","Phyhip","Phyhip"
"Bmp1","Bmp1","Bmp1"
"Sftpc","Sftpc","Sftpc"
"Lgi3","Lgi3","Lgi3"
"Reep4","Reep4","Reep4"
"Hr","Hr","Hr"
"Nudt18","Nudt18","Nudt18"
"Dmtn","Dmtn","Dmtn"
"Xpo7","Xpo7","Xpo7"
"Dok2","Dok2","Dok2"
"Gfra2","Gfra2","Gfra2"
"Fndc3a","Fndc3a","Fndc3a"
"Cysltr2","Cysltr2","Cysltr2"
"Rcbtb2","Rcbtb2","Rcbtb2"
"Rb1","Rb1","Rb1"
"Lpar6","Lpar6","Lpar6"
"Itm2b","Itm2b","Itm2b"
"Med4","Med4","Med4"
"Nudt15","Nudt15","Nudt15"
"Sucla2","Sucla2","Sucla2"
"Htr2a","Htr2a","Htr2a"
"Esd","Esd","Esd"
"Lrch1","Lrch1","Lrch1"
"Rubcnl","Rubcnl","Rubcnl"
"Lrrc63","Lrrc63","Lrrc63"
"Lcp1","Lcp1","Lcp1"
"Cpb2","Cpb2",NA
"Zc3h13","Zc3h13","Zc3h13"
"Siah3","Siah3","Siah3"
"Cby2","Cby2","Cby2"
"Cog3","Cog3","Cog3"
"Slc25a30","Slc25a30","Slc25a30"
"Tpt1","Tpt1","Tpt1"
"Gtf2f2","Gtf2f2","Gtf2f2"
"Kctd4","Kctd4","Kctd4"
"Gpalpp1","Gpalpp1","Gpalpp1"
"Nufip1","Nufip1","Nufip1"
"Tsc22d1","Tsc22d1","Tsc22d1"
"Serp2","Serp2","Serp2"
"Lacc1","Lacc1","Lacc1"
"Ccdc122","Ccdc122","Ccdc122"
"Enox1","Enox1","Enox1"
"Dnajc15","Dnajc15","Dnajc15"
"Epsti1","Epsti1","Epsti1"
"Akap11","Akap11","Akap11"
"Dgkh","Dgkh","Dgkh"
"Vwa8","Vwa8","Vwa8"
"Naa16","Naa16","Naa16"
"Mtrf1","Mtrf1","Mtrf1"
"Kbtbd7","Kbtbd7","Kbtbd7"
"Wbp4","Wbp4","Wbp4"
"Elf1","Elf1","Elf1"
"Sugt1","Sugt1","Sugt1"
"Cnmd","Cnmd","Cnmd"
"Pcdh8","Pcdh8","Pcdh8"
"Olfm4","Olfm4","Olfm4"
"Pcdh17","Pcdh17","Pcdh17"
"Diaph3","Diaph3","Diaph3"
"Tdrd3","Tdrd3","Tdrd3"
"Pcdh20","Pcdh20","Pcdh20"
"Pcdh9","Pcdh9","Pcdh9"
"LOC120097302","Gm23509",NA
"Klhl1","Klhl1","Klhl1"
"Dach1","Dach1","Dach1"
"Mzt1","Mzt1","Mzt1"
"Bora","Bora","Bora"
"Dis3","Dis3","Dis3"
"Pibf1","Pibf1","Pibf1"
"Klf5","Klf5","Klf5"
"Klf12","Klf12","Klf12"
"Tbc1d4","Tbc1d4","Tbc1d4"
"Commd6","Commd6","Commd6"
"Lmo7","Lmo7","Lmo7"
"Kctd12","Kctd12","Kctd12"
"Acod1","Acod1","Acod1"
"Cln5","Cln5","Cln5"
"Fbxl3","Fbxl3","Fbxl3"
"Mycbp2","Mycbp2","Mycbp2"
"Scel","Scel","Scel"
"Slain1","Slain1","Slain1"
"Ednrb","Ednrb","Ednrb"
"Pou4f1","Pou4f1","Pou4f1"
"Obi1","Obi1","Obi1"
"Rbm26","Rbm26","Rbm26"
"Ndfip2","Ndfip2","Ndfip2"
"Spry2","Spry2","Spry2"
"Trim52","Trim52","Trim52"
"Slitrk1","Slitrk1","Slitrk1"
"Slitrk6","Slitrk6","Slitrk6"
"Slitrk5","Slitrk5","Slitrk5"
"Gpc5","Gpc5","Gpc5"
"Gpc6","Gpc6","Gpc6"
"Dct","Dct","Dct"
"Tgds","Tgds","Tgds"
"Gpr180","Gpr180","Gpr180"
"Sox21","Sox21","Sox21"
"Abcc4","Abcc4","Abcc4"
"Cldn10","Cldn10","Cldn10"
"Dzip1","Dzip1","Dzip1"
"Dnajc3","Dnajc3","Dnajc3"
"Uggt2","Uggt2","Uggt2"
"Hs6st3","Hs6st3","Hs6st3"
"Mbnl2","Mbnl2","Mbnl2"
"Rap2a","Rap2a","Rap2a"
"Ipo5","Ipo5","Ipo5"
"Farp1","Farp1","Farp1"
"Stk24","Stk24","Stk24"
"Slc15a1","Slc15a1","Slc15a1"
"Dock9","Dock9","Dock9"
"Ubac2","Ubac2","Ubac2"
"Gpr18","Gpr18","Gpr18"
"Gpr183","Gpr183","Gpr183"
"Timm8a2","Timm8a2","Timm8a2"
"Tm9sf2","Tm9sf2","Tm9sf2"
"Clybl","Clybl","Clybl"
"LOC120097198","Gm25464",NA
"Zic5","Zic5","Zic5"
"Zic2","Zic2","Zic2"
"Pcca","Pcca","Pcca"
"Ggact","Ggact","Ggact"
"Tmtc4","Tmtc4","Tmtc4"
"Nalcn","Nalcn","Nalcn"
"Itgbl1","Itgbl1","Itgbl1"
"Fgf14","Fgf14","Fgf14"
"Polr3a","Polr3a","Polr3a"
"Zmiz1","Zmiz1","Zmiz1"
"Ppif","Ppif","Ppif"
"Zcchc24","Zcchc24","Zcchc24"
"Anxa11","Anxa11","Anxa11"
"Plac9","Plac9","Plac9"
"Tmem254","Tmem254","Tmem254"
"Cphx1","Cphx1","Cphx1"
"Dux4","Duxbl1","Duxbl1"
"Slmap","Slmap","Slmap"
"Dennd6a","Dennd6a","Dennd6a"
"Arf4","Arf4","Arf4"
"Pde12","Pde12","Pde12"
"Dnah12","Dnah12","Dnah12"
"Asb14","Asb14","Asb14"
"Appl1","Appl1","Appl1"
"Il17rd","Il17rd","Il17rd"
"Arhgef3","Arhgef3","Arhgef3"
"Tasor","Tasor","Tasor"
"Ccdc66","Ccdc66","Ccdc66"
"Erc2","Erc2","Erc2"
"Wnt5a","Wnt5a","Wnt5a"
"Cacna2d3","Cacna2d3","Cacna2d3"
"Selenok","Selenok","Selenok"
"Actr8","Actr8","Actr8"
"Il17rb","Il17rb","Il17rb"
"Chdh","Chdh","Chdh"
"Cacna1d","Cacna1d","Cacna1d"
"LOC108348453","Ik","Ik"
"Dcp1a","Dcp1a","Dcp1a"
"Tkt","Tkt","Tkt"
"Prkcd","Prkcd","Prkcd"
"Rft1","Rft1","Rft1"
"Sfmbt1","Sfmbt1","Sfmbt1"
"Stimate","Stimate","Stimate"
"Mustn1","Mustn1","Mustn1"
"Itih4","Itih4","Itih4"
"Itih3","Itih3","Itih3"
"Itih1","Itih1","Itih1"
"Nek4","Nek4","Nek4"
"Spcs1","Spcs1","Spcs1"
"Glt8d1","Glt8d1","Glt8d1"
"Gnl3","Gnl3","Gnl3"
"Pbrm1","Pbrm1","Pbrm1"
"Smim4","Uqcc5","Uqcc5"
"Nt5dc2","Nt5dc2","Nt5dc2"
"Stab1","Stab1","Stab1"
"Nisch","Nisch","Nisch"
"Tnnc1","Tnnc1","Tnnc1"
"Sema3g","Sema3g","Sema3g"
"Phf7","Phf7","Phf7"
"Bap1","Bap1","Bap1"
"Dnah1","Dnah1","Dnah1"
"Capn7","Capn7","Capn7"
"Eaf1","Eaf1","Eaf1"
"Colq","Colq","Colq"
"Hacl1","Hacl1","Hacl1"
"Btd","Btd","Btd"
"Ankrd28","Ankrd28","Ankrd28"
"Galnt15","Galnt15","Galnt15"
"Oxnad1","Oxnad1","Oxnad1"
"Ncoa4","Ncoa4","Ncoa4"
"Parg","Parg","Parg"
"Ogdhl","Ogdhl","Ogdhl"
"LOC680885","1700024G13Rik","1700024G13Rik"
"Ercc6","Ercc6","Ercc6"
"Drgx","Drgx","Drgx"
"RGD1564899","3425401B19Rik","3425401B19Rik"
"Vstm4","Vstm4","Vstm4"
"Wdfy4","Wdfy4","Wdfy4"
"Arhgap22","Arhgap22","Arhgap22"
"Mapk8","Mapk8","Mapk8"
"Frmpd2","Frmpd2","Frmpd2"
"Ptpn20","Ptpn20","Ptpn20"
"Gdf10","Gdf10","Gdf10"
"Zfp488","Zfp488","Zfp488"
"LOC681303","Gm5460","Gm5460"
"Anxa8","Anxa8","Anxa8"
"Gprin2","Gprin2","Gprin2"
"Syt15","Syt15","Syt15"
"Shld2","Shld2","Shld2"
"Glud1","Glud1","Glud1"
"Fam25a","Fam25a","Fam25a"
"Sncg","Sncg","Sncg"
"Mmrn2","Mmrn2","Mmrn2"
"Bmpr1a","Bmpr1a","Bmpr1a"
"Ldb3","Ldb3","Ldb3"
"Opn4","Opn4","Opn4"
"Wapl","Wapl","Wapl"
"Grid1","Grid1","Grid1"
"Ccser2","Ccser2","Ccser2"
"Rgr","Rgr","Rgr"
"Cdhr1","Cdhr1","Cdhr1"
"Ghitm","Ghitm","Ghitm"
"Nrg3","Nrg3","Nrg3"
"Sh2d4b","Sh2d4b","Sh2d4b"
"Tspan14","Tspan14","Tspan14"
"Prxl2a","Prxl2a","Prxl2a"
"Dydc2","Dydc2","Dydc2"
"Mat1a","Mat1a",NA
"Sftpd","Sftpd",NA
"F2rl3","F2rl3","F2rl3"
"Sin3b","Sin3b","Sin3b"
"Nwd1","Nwd1","Nwd1"
"Tmem38a","Tmem38a","Tmem38a"
"Smim7","Smim7","Smim7"
"Med26","Med26","Med26"
"Slc35e1","Slc35e1","Slc35e1"
"Cherp","Cherp","Cherp"
"Calr3","Calr3","Calr3"
"Eps15l1","Eps15l1","Eps15l1"
"Klf2","Klf2","Klf2"
"Ap1m1","Ap1m1","Ap1m1"
"Hsh2d","Hsh2d","Hsh2d"
"Rab8a","Rab8a","Rab8a"
"Tpm4","Tpm4","Tpm4"
"Cyp4f18","Cyp4f18","Cyp4f18"
"Zfp617","Zfp961","Zfp961"
"LOC102548917","Zfp617","Zfp617"
"Zfp709","Zfp709","Zfp709"
"Haus8","Haus8","Haus8"
"Myo9b","Myo9b","Myo9b"
"Use1","Use1","Use1"
"Ocel1","Ocel1","Ocel1"
"Nr2f6","Nr2f6","Nr2f6"
"Ushbp1","Ushbp1","Ushbp1"
"Babam1","Babam1","Babam1"
"Ankle1","Ankle1","Ankle1"
"Abhd8","Abhd8","Abhd8"
"Mrpl34","Mrpl34","Mrpl34"
"Dda1","Dda1","Dda1"
"Ano8","Ano8","Ano8"
"Gtpbp3","Gtpbp3","Gtpbp3"
"Plvap","Plvap","Plvap"
"Bst2","Bst2","Bst2"
"Mvb12a","Mvb12a","Mvb12a"
"Tmem221","Tmem221","Tmem221"
"Nxnl1","Nxnl1","Nxnl1"
"Slc27a1","Slc27a1","Slc27a1"
"Pgls","Pgls","Pgls"
"Niban3","Niban3","Niban3"
"Colgalt1","Colgalt1","Colgalt1"
"Unc13a","Unc13a","Unc13a"
"B3gnt3","B3gnt3","B3gnt3"
"Fcho1","Fcho1","Fcho1"
"Map1s","Map1s","Map1s"
"Rpl18a","Rpl18a","Rpl18a"
"LOC120097581","Snora68","Snora68"
"Slc5a5","Slc5a5","Slc5a5"
"Ccdc124","Ccdc124","Ccdc124"
"Kcnn1","Kcnn1","Kcnn1"
"Arrdc2","Arrdc2","Arrdc2"
"Il12rb1","Il12rb1","Il12rb1"
"Mast3","Mast3","Mast3"
"Pik3r2","Pik3r2","Pik3r2"
"Ifi30","Ifi30","Ifi30"
"Mpv17l2","Mpv17l2","Mpv17l2"
"Rab3a","Rab3a","Rab3a"
"Iqcn","Iqcn","Iqcn"
"Jund","Jund","Jund"
"Lsm4","Lsm4","Lsm4"
"Pgpep1","Pgpep1","Pgpep1"
"Gdf15","Gdf15","Gdf15"
"Lrrc25","Lrrc25","Lrrc25"
"Ssbp4","Ssbp4","Ssbp4"
"Isyna1","Isyna1","Isyna1"
"Ell","Ell","Ell"
"Fkbp8","Fkbp8","Fkbp8"
"Rex1bd","Rex1bd","Rex1bd"
"Crlf1","Crlf1","Crlf1"
"Tmem59l","Tmem59l","Tmem59l"
"Klhl26","Klhl26","Klhl26"
"Crtc1","Crtc1","Crtc1"
"Comp","Comp","Comp"
"Upf1","Upf1","Upf1"
"Cope","Cope","Cope"
"Ddx49","Ddx49","Ddx49"
"Homer3","Homer3","Homer3"
"Sugp2","Sugp2","Sugp2"
"Armc6","Armc6","Armc6"
"Slc25a42","Slc25a42","Slc25a42"
"Tmem161a","Tmem161a","Tmem161a"
"Mef2b","Mef2b","Mef2b"
"Borcs8","Borcs8","Borcs8"
"Rfxank","Rfxank","Rfxank"
"Nr2c2ap","Nr2c2ap","Nr2c2ap"
"Ncan","Ncan","Ncan"
"Hapln4","Hapln4","Hapln4"
"Tm6sf2","Tm6sf2","Tm6sf2"
"Sugp1","Sugp1","Sugp1"
"Mau2","Mau2","Mau2"
"Gatad2a","Gatad2a","Gatad2a"
"Tssk6","Tssk6","Tssk6"
"Yjefn3","Yjefn3","Yjefn3"
"Cilp2","Cilp2","Cilp2"
"Pbx4","Pbx4","Pbx4"
"Lpar2","Lpar2","Lpar2"
"Gmip","Gmip","Gmip"
"Atp13a1","Atp13a1","Atp13a1"
"LOC108348302","Zfp866","Zfp866"
"Zfp866","Zfp963","Zfp963"
"Zfp869","Zfp869","Zfp869"
"Zfp964","Zfp964","Zfp964"
"Zfp868","Zfp868","Zfp868"
"Lzts1","Lzts1","Lzts1"
"Atp6v1b2","Atp6v1b2","Atp6v1b2"
"Slc18a1","Slc18a1","Slc18a1"
"Lpl","Lpl","Lpl"
"Ints10","Ints10","Ints10"
"Csgalnact1","Csgalnact1","Csgalnact1"
"Sh2d4a","Sh2d4a","Sh2d4a"
