"input_gene","RNA_assay","SCT_assay"
"Tdrd3","TDRD3","TDRD3"
"Pcdh20","PCDH20","PCDH20"
"Pcdh9","PCDH9","PCDH9"
"Klhl1","KLHL1","KLHL1"
"Dach1","DACH1","DACH1"
"Mzt1","MZT1","MZT1"
"Bora","BORA","BORA"
"Dis3","DIS3","DIS3"
"Pibf1","PIBF1","PIBF1"
"Klf5","KLF5","KLF5"
"Klf12","KLF12","KLF12"
"Tbc1d4","TBC1D4","TBC1D4"
"Commd6","COMMD6","COMMD6"
"Uchl3","UCHL3","UCHL3"
"Lmo7","LMO7","LMO7"
"Kctd12","KCTD12","KCTD12"
"Acod1","ACOD1","ACOD1"
"Cln5","CLN5","CLN5"
"Fbxl3","FBXL3","FBXL3"
"Mycbp2","MYCBP2","MYCBP2"
"Scel","SCEL","SCEL"
"Slain1","SLAIN1","SLAIN1"
"Ednrb","EDNRB","EDNRB"
"Pou4f1","POU4F1","POU4F1"
"Obi1","OBI1","OBI1"
"Rbm26","RBM26","RBM26"
"Ndfip2","NDFIP2","NDFIP2"
"Spry2","SPRY2","SPRY2"
"Trim52","TRIM52","TRIM52"
"Slitrk1","SLITRK1","SLITRK1"
"Slitrk6","SLITRK6","SLITRK6"
"Slitrk5","SLITRK5","SLITRK5"
"Gpc5","GPC5","GPC5"
"Gpc6","GPC6","GPC6"
"Dct","DCT","DCT"
"Tgds","TGDS","TGDS"
"Gpr180","GPR180","GPR180"
"Sox21","SOX21","SOX21"
"Abcc4","ABCC4","ABCC4"
"Cldn10","CLDN10","CLDN10"
"Dnajc3","DNAJC3","DNAJC3"
"Uggt2","UGGT2","UGGT2"
"Hs6st3","HS6ST3","HS6ST3"
"Mbnl2","MBNL2","MBNL2"
"Rap2a","RAP2A","RAP2A"
"Ipo5","IPO5","IPO5"
"Farp1","FARP1","FARP1"
"Stk24","STK24","STK24"
"Slc15a1","SLC15A1","SLC15A1"
"Dock9","DOCK9","DOCK9"
"Ubac2","UBAC2","UBAC2"
"Gpr18","GPR18","GPR18"
"Gpr183","GPR183","GPR183"
"Tm9sf2","TM9SF2","TM9SF2"
"Clybl","CLYBL","CLYBL"
"Zic5","ZIC5","ZIC5"
"Zic2","ZIC2","ZIC2"
"Pcca","PCCA","PCCA"
"Ggact","GGACT","GGACT"
"Tmtc4","TMTC4","TMTC4"
"Nalcn","NALCN","NALCN"
"Itgbl1","ITGBL1","ITGBL1"
"Fgf14","FGF14","FGF14"
"Polr3a","POLR3A","POLR3A"
"Rps24","RPS24","RPS24"
"Zmiz1","ZMIZ1","ZMIZ1"
"Ppif","PPIF","PPIF"
"Zcchc24","ZCCHC24","ZCCHC24"
"Anxa11","ANXA11","ANXA11"
"Plac9","PLAC9","PLAC9"
"Tmem254","TMEM254","TMEM254"
"Dux4","DUX4","DUX4"
"Slmap","SLMAP","SLMAP"
"Dennd6a","DENND6A","DENND6A"
"Arf4","ARF4","ARF4"
"Pde12","PDE12","PDE12"
"Dnah12","DNAH12","DNAH12"
"Asb14","ASB14","ASB14"
"Appl1","APPL1","APPL1"
"Il17rd","IL17RD","IL17RD"
"Arhgef3","ARHGEF3","ARHGEF3"
"Tasor","TASOR","TASOR"
"Ccdc66","CCDC66","CCDC66"
"Erc2","ERC2","ERC2"
"Wnt5a","WNT5A","WNT5A"
"Cacna2d3","CACNA2D3","CACNA2D3"
"Selenok","SELENOK","SELENOK"
"Actr8","ACTR8","ACTR8"
"Il17rb","IL17RB","IL17RB"
"Chdh","CHDH","CHDH"
"Cacna1d","CACNA1D","CACNA1D"
"Dcp1a","DCP1A","DCP1A"
"Tkt","TKT","TKT"
"Prkcd","PRKCD","PRKCD"
"Rft1","RFT1","RFT1"
"Sfmbt1","SFMBT1","SFMBT1"
"Stimate","STIMATE","STIMATE"
"Mustn1","MUSTN1","MUSTN1"
"Itih4","ITIH4","ITIH4"
"Itih3","ITIH3","ITIH3"
"Itih1","ITIH1","ITIH1"
"Nek4","NEK4","NEK4"
"Spcs1","SPCS1","SPCS1"
"Glt8d1","GLT8D1","GLT8D1"
"Gnl3","GNL3","GNL3"
"Pbrm1","PBRM1","PBRM1"
"Smim4","UQCC5","UQCC5"
"Nt5dc2","NT5DC2","NT5DC2"
"Stab1","STAB1","STAB1"
"Nisch","NISCH","NISCH"
"Tnnc1","TNNC1","TNNC1"
"Sema3g","SEMA3G","SEMA3G"
"Phf7","PHF7","PHF7"
"Bap1","BAP1","BAP1"
"Dnah1","DNAH1","DNAH1"
"Capn7","CAPN7","CAPN7"
"Eaf1","EAF1","EAF1"
"Colq","COLQ","COLQ"
"Hacl1","HACL1","HACL1"
"Btd","BTD","BTD"
"Ankrd28","ANKRD28","ANKRD28"
"Galnt15","GALNT15","GALNT15"
"Oxnad1","OXNAD1","OXNAD1"
"Ncoa4","NCOA4","NCOA4"
"Parg","PARG","PARG"
"Ogdhl","OGDHL","OGDHL"
"LOC680885","C10orf53","C10orf53"
"Ercc6","ERCC6","ERCC6"
"Drgx","DRGX","DRGX"
"RGD1564899","C10orf71","C10orf71"
"Vstm4","VSTM4","VSTM4"
"Wdfy4","WDFY4","WDFY4"
"Arhgap22","ARHGAP22","ARHGAP22"
"Mapk8","MAPK8","MAPK8"
"Frmpd2","FRMPD2","FRMPD2"
"Ptpn20","PTPN20","PTPN20"
"Gdf10","GDF10","GDF10"
"Zfp488","ZNF488","ZNF488"
"Gprin2","GPRIN2","GPRIN2"
"Shld2","SHLD2","SHLD2"
"Sncg","SNCG","SNCG"
"Mmrn2","MMRN2","MMRN2"
"Bmpr1a","BMPR1A","BMPR1A"
"Ldb3","LDB3","LDB3"
"Opn4","OPN4","OPN4"
"Wapl","WAPL","WAPL"
"Grid1","GRID1","GRID1"
"Ccser2","CCSER2","CCSER2"
"Rgr","RGR","RGR"
"Cdhr1","CDHR1","CDHR1"
"Ghitm","GHITM","GHITM"
"Nrg3","NRG3","NRG3"
"Sh2d4b","SH2D4B","SH2D4B"
"Tspan14","TSPAN14","TSPAN14"
"Prxl2a","PRXL2A","PRXL2A"
"Dydc2","DYDC2","DYDC2"
"Mat1a","MAT1A",NA
"Sftpd","SFTPD",NA
"F2rl3","F2RL3","F2RL3"
"Sin3b","SIN3B","SIN3B"
"Nwd1","NWD1","NWD1"
"Tmem38a","TMEM38A","TMEM38A"
"Med26","MED26","MED26"
"Slc35e1","SLC35E1","SLC35E1"
"Cherp","CHERP","CHERP"
"Calr3","CALR3","CALR3"
"Eps15l1","EPS15L1","EPS15L1"
"Klf2","KLF2","KLF2"
"Ap1m1","AP1M1","AP1M1"
"Hsh2d","HSH2D","HSH2D"
"Rab8a","RAB8A","RAB8A"
"Tpm4","TPM4","TPM4"
"Cyp4f18","CYP4F3","CYP4F3"
"Zfp617","ZNF844","ZNF844"
"Haus8","HAUS8","HAUS8"
"Myo9b","MYO9B","MYO9B"
"Use1","USE1","USE1"
"Ocel1","OCEL1","OCEL1"
"Nr2f6","NR2F6","NR2F6"
"Ushbp1","USHBP1","USHBP1"
"Babam1","BABAM1","BABAM1"
"Ankle1","ANKLE1","ANKLE1"
"Abhd8","ABHD8","ABHD8"
"Mrpl34","MRPL34","MRPL34"
"Dda1","DDA1","DDA1"
"Ano8","ANO8","ANO8"
"Gtpbp3","GTPBP3","GTPBP3"
"Plvap","PLVAP","PLVAP"
"Bst2","BST2","BST2"
"Mvb12a","MVB12A","MVB12A"
"Tmem221","TMEM221","TMEM221"
"Nxnl1","NXNL1","NXNL1"
"Slc27a1","SLC27A1","SLC27A1"
"Pgls","PGLS","PGLS"
"Niban3","NIBAN3","NIBAN3"
"Colgalt1","COLGALT1","COLGALT1"
"Unc13a","UNC13A","UNC13A"
"B3gnt3","B3GNT3","B3GNT3"
"Fcho1","FCHO1","FCHO1"
"Map1s","MAP1S","MAP1S"
"LOC120097581","SNORA68","SNORA68"
"Slc5a5","SLC5A5","SLC5A5"
"Ccdc124","CCDC124","CCDC124"
"Kcnn1","KCNN1","KCNN1"
"Arrdc2","ARRDC2","ARRDC2"
"Il12rb1","IL12RB1","IL12RB1"
"Mast3","MAST3","MAST3"
"Pik3r2","PIK3R2","PIK3R2"
"Ifi30","IFI30","IFI30"
"Mpv17l2","MPV17L2","MPV17L2"
"Rab3a","RAB3A","RAB3A"
"Iqcn","IQCN","IQCN"
"Jund","JUND","JUND"
"Lsm4","LSM4","LSM4"
"Pgpep1","PGPEP1","PGPEP1"
"Gdf15","GDF15","GDF15"
"Lrrc25","LRRC25","LRRC25"
"Ssbp4","SSBP4","SSBP4"
"Isyna1","ISYNA1","ISYNA1"
"Ell","ELL","ELL"
"Fkbp8","FKBP8","FKBP8"
"Rex1bd","REX1BD","REX1BD"
"Crlf1","CRLF1","CRLF1"
"Tmem59l","TMEM59L","TMEM59L"
"Klhl26","KLHL26","KLHL26"
"Crtc1","CRTC1","CRTC1"
"Comp","COMP","COMP"
"Upf1","UPF1","UPF1"
"Cope","COPE","COPE"
"Ddx49","DDX49","DDX49"
"Homer3","HOMER3","HOMER3"
"Sugp2","SUGP2","SUGP2"
"Armc6","ARMC6","ARMC6"
"Slc25a42","SLC25A42","SLC25A42"
"Tmem161a","TMEM161A","TMEM161A"
"Mef2b","MEF2B","MEF2B"
"Borcs8","BORCS8","BORCS8"
"Rfxank","RFXANK","RFXANK"
"Nr2c2ap","NR2C2AP","NR2C2AP"
"Ncan","NCAN","NCAN"
"Hapln4","HAPLN4","HAPLN4"
"Tm6sf2","TM6SF2","TM6SF2"
"Sugp1","SUGP1","SUGP1"
"Mau2","MAU2","MAU2"
"Gatad2a","GATAD2A","GATAD2A"
"Tssk6","TSSK6","TSSK6"
"Yjefn3","YJEFN3","YJEFN3"
"Cilp2","CILP2","CILP2"
"Pbx4","PBX4","PBX4"
"Lpar2","LPAR2","LPAR2"
"Gmip","GMIP","GMIP"
"Atp13a1","ATP13A1","ATP13A1"
"Lzts1","LZTS1","LZTS1"
"Atp6v1b2","ATP6V1B2","ATP6V1B2"
"Slc18a1","SLC18A1","SLC18A1"
"Lpl","LPL","LPL"
"Ints10","INTS10","INTS10"
"Csgalnact1","CSGALNACT1","CSGALNACT1"
"Sh2d4a","SH2D4A","SH2D4A"
"Psd3","PSD3","PSD3"
"Naf1","NAF1","NAF1"
"Npy1r","NPY1R","NPY1R"
"Npy5r","NPY5R","NPY5R"
"Tma16","TMA16","TMA16"
"Marchf1","MARCHF1","MARCHF1"
"Tmem192","TMEM192","TMEM192"
"Klhl2","KLHL2","KLHL2"
"Msmo1","MSMO1","MSMO1"
"Cpe","CPE","CPE"
"Tll1","TLL1","TLL1"
"Spock3","SPOCK3","SPOCK3"
"Cbr4","CBR4","CBR4"
"Sh3rf1","SH3RF1","SH3RF1"
"Nek1","NEK1","NEK1"
"Clcn3","CLCN3","CLCN3"
"Hpf1","HPF1","HPF1"
"Mfap3l","MFAP3L","MFAP3L"
"Aadat","AADAT","AADAT"
"Galntl6","GALNTL6","GALNTL6"
"Galnt7","GALNT7","GALNT7"
"Sap30","SAP30","SAP30"
"Scrg1","SCRG1","SCRG1"
"Fbxo8","FBXO8","FBXO8"
"Cep44","CEP44","CEP44"
"Hpgd","HPGD","HPGD"
"Glra3","GLRA3",NA
"Gpm6a","GPM6A","GPM6A"
"Wdr17","WDR17","WDR17"
"Spata4","SPATA4","SPATA4"
"Asb5","ASB5","ASB5"
"Vegfc","VEGFC","VEGFC"
"Neil3","NEIL3","NEIL3"
"Aga","AGA","AGA"
"Tenm3","TENM3","TENM3"
"Dctd","DCTD","DCTD"
"Wwc2","WWC2","WWC2"
"Cdkn2aip","CDKN2AIP","CDKN2AIP"
"Ing2","ING2","ING2"
"Rwdd4","RWDD4","RWDD4"
"Trappc11","TRAPPC11","TRAPPC11"
"Stox2","STOX2","STOX2"
"Enpp6","ENPP6","ENPP6"
"Irf2","IRF2","IRF2"
"Casp3","CASP3","CASP3"
"Primpol","PRIMPOL","PRIMPOL"
"Cenpu","CENPU","CENPU"
"Acsl1","ACSL1","ACSL1"
"Helt","HELT","HELT"
"Slc25a4","SLC25A4","SLC25A4"
"Cfap97","CFAP97","CFAP97"
"Snx25","SNX25","SNX25"
"Lrp2bp","LRP2BP","LRP2BP"
"Ankrd37","ANKRD37","ANKRD37"
"Ufsp2","UFSP2","UFSP2"
"Pdlim3","PDLIM3","PDLIM3"
"Sorbs2","SORBS2","SORBS2"
"Tlr3","TLR3","TLR3"
"Fam149a","FAM149A","FAM149A"
"Cyp4v3","CYP4V2","CYP4V2"
"F11","F11",NA
"Fat1","FAT1","FAT1"
"Zfp42","ZFP42","ZFP42"
"Frg1","FRG1","FRG1"
"Asah1","ASAH1","ASAH1"
"Pcm1","PCM1","PCM1"
"Mtus1","MTUS1","MTUS1"
"Pdgfrl","PDGFRL","PDGFRL"
"Slc7a2","SLC7A2","SLC7A2"
"Mtmr7","MTMR7","MTMR7"
"Vps37a","VPS37A","VPS37A"
"Cnot7","CNOT7","CNOT7"
"Zdhhc2","ZDHHC2","ZDHHC2"
"Micu3","MICU3","MICU3"
"Msr1","MSR1","MSR1"
"Tusc3","TUSC3","TUSC3"
"Sgcz","SGCZ","SGCZ"
"LOC688765","C8orf48","C8orf48"
"Dlc1","DLC1","DLC1"
"Trmt9b","TRMT9B","TRMT9B"
"Lonrf1","LONRF1","LONRF1"
"Prag1","PRAG1","PRAG1"
"Cldn23","CLDN23","CLDN23"
"Mfhas1","MFHAS1","MFHAS1"
"Eri1","ERI1","ERI1"
"Ppp1r3b","PPP1R3B","PPP1R3B"
"Tnks","TNKS","TNKS"
"Dusp4","DUSP4","DUSP4"
"Saraf","SARAF","SARAF"
"Leprotl1","LEPROTL1","LEPROTL1"
"Mboat4","MBOAT4","MBOAT4"
"Dctn6","DCTN6","DCTN6"
"Rbpms","RBPMS","RBPMS"
"Gtf2e2","GTF2E2","GTF2E2"
"Smim18","SMIM18","SMIM18"
"Gsr","GSR","GSR"
"Ubxn8","UBXN8","UBXN8"
"Ppp2cb","PPP2CB","PPP2CB"
"Tex15","TEX15","TEX15"
"Purg","PURG","PURG"
"Wrn","WRN","WRN"
"Nrg1","NRG1","NRG1"
"Fut10","FUT10","FUT10"
"Mak16","MAK16","MAK16"
"Tti2","TTI2","TTI2"
"Rnf122","RNF122","RNF122"
"Dusp26","DUSP26","DUSP26"
"Unc5d","UNC5D","UNC5D"
"Chrna6","CHRNA6",NA
"Chrnb3","CHRNB3","CHRNB3"
"Eif4ebp1","EIF4EBP1","EIF4EBP1"
"Adrb3","ADRB3","ADRB3"
"Got1l1","GOT1L1","GOT1L1"
"Rab11fip1","RAB11FIP1","RAB11FIP1"
"Brf2","BRF2","BRF2"
"Adgra2","ADGRA2","ADGRA2"
"Plpbp","PLPBP","PLPBP"
"Erlin2","ERLIN2","ERLIN2"
"Zfp703","ZNF703","ZNF703"
"Thap1","THAP1","THAP1"
"Rnf170","RNF170","RNF170"
"Hook3","HOOK3","HOOK3"
"Fnta","FNTA","FNTA"
"Pomk","POMK","POMK"
"Hgsnat","HGSNAT","HGSNAT"
"Kcnu1","KCNU1","KCNU1"
"Ash2l","ASH2L","ASH2L"
"Star","STAR","STAR"
"Lsm1","LSM1","LSM1"
"Bag4","BAG4","BAG4"
"Ddhd2","DDHD2","DDHD2"
"Plpp5","PLPP5","PLPP5"
"Nsd3","NSD3","NSD3"
"Letm2","LETM2","LETM2"
"Fgfr1","FGFR1","FGFR1"
"Tacc1","TACC1","TACC1"
"Plekha2","PLEKHA2","PLEKHA2"
"Htra4","HTRA4","HTRA4"
"Tm2d2","TM2D2","TM2D2"
"Adam9","ADAM9","ADAM9"
"Adam32","ADAM32","ADAM32"
"Adam18","ADAM18",NA
"Ido2","IDO2","IDO2"
"Zmat4","ZMAT4","ZMAT4"
"Sfrp1","SFRP1","SFRP1"
"Golga7","GOLGA7","GOLGA7"
"Gins4","GINS4","GINS4"
"Gpat4","GPAT4","GPAT4"
"Nkx6-3","NKX6-3","NKX6-3"
"Ank1","ANK1","ANK1"
"Kat6a","KAT6A","KAT6A"
"Ap3m2","AP3M2","AP3M2"
"Plat","PLAT","PLAT"
"Ikbkb","IKBKB","IKBKB"
"Polb","POLB","POLB"
"Dkk4","DKK4","DKK4"
"Vdac3","VDAC3","VDAC3"
"Slc20a2","SLC20A2","SLC20A2"
"Smim19","SMIM19","SMIM19"
"Mrps31","MRPS31","MRPS31"
"Slc25a15","SLC25A15","SLC25A15"
"Thsd1","THSD1","THSD1"
"Vps36","VPS36","VPS36"
"Ckap2","CKAP2","CKAP2"
"Nek3","NEK3","NEK3"
"Nek5","NEK5","NEK5"
"Alg11","ALG11","ALG11"
"Atp7b","ATP7B","ATP7B"
"Xkr5","XKR5","XKR5"
"Agpat5","AGPAT5","AGPAT5"
"Mcph1","MCPH1","MCPH1"
"Angpt2","ANGPT2","ANGPT2"
"Csmd1","CSMD1","CSMD1"
"Myom2","MYOM2","MYOM2"
"Kbtbd11","KBTBD11","KBTBD11"
"Arhgef10","ARHGEF10","ARHGEF10"
"Cln8","CLN8","CLN8"
"Dlgap2","DLGAP2","DLGAP2"
"Erich1","ERICH1","ERICH1"
"Tdrp","TDRP","TDRP"
"Fbxo25","FBXO25","FBXO25"
"Coprs","COPRS","COPRS"
"Champ1","CHAMP1","CHAMP1"
"Upf3a","UPF3A","UPF3A"
"Cdc16","CDC16","CDC16"
"Rasa3","RASA3","RASA3"
"LOC290876","C13orf46",NA
"Gas6","GAS6","GAS6"
"Tmem255b","TMEM255B","TMEM255B"
"Grk1","GRK1","GRK1"
"Atp4b","ATP4B",NA
"Tfdp1","TFDP1","TFDP1"
"Tmco3","TMCO3","TMCO3"
"Dcun1d2","DCUN1D2","DCUN1D2"
"Lamp1","LAMP1","LAMP1"
"Cul4a","CUL4A","CUL4A"
"Pcid2","PCID2","PCID2"
"F10","F10","F10"
"Mcf2l","MCF2L","MCF2L"
"Atp11a","ATP11A","ATP11A"
"Tubgcp3","TUBGCP3","TUBGCP3"
"Sox1","SOX1","SOX1"
"Tex29","TEX29",NA
"Arhgef7","ARHGEF7","ARHGEF7"
"Ankrd10","ANKRD10","ANKRD10"
"Ing1","ING1","ING1"
"Cars2","CARS2","CARS2"
"Naxd","NAXD","NAXD"
"Rab20","RAB20","RAB20"
"Col4a2","COL4A2","COL4A2"
"Col4a1","COL4A1","COL4A1"
"Irs2","IRS2","IRS2"
"Myo16","MYO16","MYO16"
"Tnfsf13b","TNFSF13B","TNFSF13B"
"Abhd13","ABHD13","ABHD13"
"Lig4","LIG4","LIG4"
"Arglu1","ARGLU1","ARGLU1"
"Efnb2","EFNB2","EFNB2"
"Shcbp1","SHCBP1","SHCBP1"
"Mfsd14b","MFSD14B","MFSD14B"
"Fam240b","FAM240B","FAM240B"
"Cdk20","CDK20","CDK20"
"Ctsl","CTSV","CTSV"
"Prxl2c","PRXL2C","PRXL2C"
"Habp4","HABP4","HABP4"
"Zfp367","ZNF367","ZNF367"
"Slc35d2","SLC35D2","SLC35D2"
"Hsd17b3","HSD17B3","HSD17B3"
"Ptch1","PTCH1","PTCH1"
"Fancc","FANCC","FANCC"
"Aopep","AOPEP","AOPEP"
"Fbp1","FBP1","FBP1"
"Fbp2","FBP2","FBP2"
"Dapk1","DAPK1","DAPK1"
"Tut7","TUT7","TUT7"
"Isca1","ISCA1","ISCA1"
"Golm1","GOLM1","GOLM1"
"Naa35","NAA35","NAA35"
"Agtpbp1","AGTPBP1","AGTPBP1"
"Ntrk2","NTRK2","NTRK2"
"Rmi1","RMI1","RMI1"
"RGD1311345","QNG1","QNG1"
"Kif27","KIF27","KIF27"
"Gkap1","GKAP1","GKAP1"
"Ubqln1","UBQLN1","UBQLN1"
"Idnk","IDNK","IDNK"
"Klhl3","KLHL3","KLHL3"
"Spock1","SPOCK1","SPOCK1"
"Trpc7","TRPC7","TRPC7"
"Smad5","SMAD5","SMAD5"
"Tgfbi","TGFBI","TGFBI"
"Slc25a48","SLC25A48","SLC25A48"
"Cxcl14","CXCL14","CXCL14"
"Neurog1","NEUROG1","NEUROG1"
"Tifab","TIFAB","TIFAB"
"Macroh2a1","MACROH2A1","MACROH2A1"
"Catsper3","CATSPER3","CATSPER3"
"RGD1566359","C5orf24","C5orf24"
"Ddx46","DDX46","DDX46"
"Camlg","CAMLG","CAMLG"
"B4galt7","B4GALT7","B4GALT7"
"Tmed9","TMED9","TMED9"
"Fam193b","FAM193B","FAM193B"
"Dok3","DOK3","DOK3"
"Pdlim7","PDLIM7","PDLIM7"
"Dbn1","DBN1","DBN1"
"Prr7","PRR7","PRR7"
"Grk6","GRK6","GRK6"
"F12","F12","F12"
"Slc34a1","SLC34A1","SLC34A1"
"Rgs14","RGS14","RGS14"
"Lman2","LMAN2","LMAN2"
"Nsd1","NSD1","NSD1"
"Fgfr4","FGFR4","FGFR4"
"Zfp346","ZNF346","ZNF346"
"Uimc1","UIMC1","UIMC1"
"Hk3","HK3","HK3"
"Unc5a","UNC5A","UNC5A"
"Tspan17","TSPAN17","TSPAN17"
"Eif4e1b","EIF4E1B","EIF4E1B"
"Sncb","SNCB","SNCB"
"Gprin1","GPRIN1","GPRIN1"
"Cdhr2","CDHR2","CDHR2"
"Rnf44","RNF44","RNF44"
"Faf2","FAF2","FAF2"
"Cltb","CLTB","CLTB"
"Nop16","NOP16","NOP16"
"Arl10","ARL10","ARL10"
"LOC306766","KIAA1191","KIAA1191"
"Simc1","SIMC1","SIMC1"
"Thoc3","THOC3","THOC3"
"Cplx2","CPLX2","CPLX2"
"Hrh2","HRH2","HRH2"
"Sfxn1","SFXN1","SFXN1"
"Drd1","DRD1","DRD1"
"Msx2","MSX2","MSX2"
"Sptlc1","SPTLC1","SPTLC1"
"Ror2","ROR2","ROR2"
"Nfil3","NFIL3","NFIL3"
"Auh","AUH","AUH"
"Syk","SYK","SYK"
"Diras2","DIRAS2","DIRAS2"
"Gadd45g","GADD45G","GADD45G"
"Sema4d","SEMA4D","SEMA4D"
"Secisbp2","SECISBP2","SECISBP2"
"Shc3","SHC3","SHC3"
"S1pr3","S1PR3","S1PR3"
"Nxnl2","NXNL2","NXNL2"
"Iars1","IARS1","IARS1"
"Nol8","NOL8","NOL8"
"Cenpp","CENPP","CENPP"
"Ogn","OGN","OGN"
"Omd","OMD","OMD"
"Aspn","ASPN","ASPN"
"Ecm2","ECM2","ECM2"
"Ippk","IPPK","IPPK"
"Bicd2","BICD2","BICD2"
"Fgd3","FGD3","FGD3"
"Susd3","SUSD3","SUSD3"
"Card19","CARD19","CARD19"
"Ninj1","NINJ1","NINJ1"
"Wnk2","WNK2","WNK2"
"Phf2","PHF2","PHF2"
"Zfp169","ZNF169","ZNF169"
"Id4","ID4","ID4"
"Rnf144b","RNF144B","RNF144B"
"Dek","DEK","DEK"
"Kdm1b","KDM1B","KDM1B"
"Tpmt","TPMT","TPMT"
"Nhlrc1","NHLRC1","NHLRC1"
"Kif13a","KIF13A","KIF13A"
"Nup153","NUP153","NUP153"
"Fam8a1","FAM8A1","FAM8A1"
"Cap2","CAP2","CAP2"
"Rbm24","RBM24","RBM24"
"Atxn1","ATXN1","ATXN1"
"Gmpr","GMPR","GMPR"
"Mylip","MYLIP","MYLIP"
"Dtnbp1","DTNBP1","DTNBP1"
"Jarid2","JARID2","JARID2"
"Cd83","CD83","CD83"
"Rnf182","RNF182","RNF182"
"Mcur1","MCUR1","MCUR1"
"Ranbp9","RANBP9","RANBP9"
"Nol7","NOL7","NOL7"
"Sirt5","SIRT5","SIRT5"
"Gfod1","GFOD1","GFOD1"
"Tbc1d7","TBC1D7","TBC1D7"
"Phactr1","PHACTR1","PHACTR1"
"Edn1","EDN1","EDN1"
"Hivep1","HIVEP1","HIVEP1"
"Adtrp","ADTRP","ADTRP"
"Tmem170b","TMEM170B","TMEM170B"
"Nedd9","NEDD9","NEDD9"
"Elovl2","ELOVL2","ELOVL2"
"Mak","MAK","MAK"
"Pak1ip1","PAK1IP1","PAK1IP1"
"C17h6orf52","C6orf52","C6orf52"
"Gcnt2","GCNT2","GCNT2"
"Tfap2a","TFAP2A","TFAP2A"
"Slc35b3","SLC35B3","SLC35B3"
"Eef1e1","EEF1E1","EEF1E1"
"Bloc1s5","BLOC1S5","BLOC1S5"
"Txndc5","TXNDC5","TXNDC5"
"Bmp6","BMP6","BMP6"
"Snrnp48","SNRNP48","SNRNP48"
"Dsp","DSP","DSP"
"Riok1","RIOK1","RIOK1"
"Cage1","CAGE1","CAGE1"
"Ssr1","SSR1","SSR1"
"Rreb1","RREB1","RREB1"
"Ly86","LY86","LY86"
"F13a1","F13A1","F13A1"
"Nrn1","NRN1","NRN1"
"Fars2","FARS2","FARS2"
"Lyrm4","LYRM4","LYRM4"
"Ppp1r3g","PPP1R3G","PPP1R3G"
"Rpp40","RPP40","RPP40"
"Cdyl","CDYL","CDYL"
"Fam217a","FAM217A","FAM217A"
"Prpf4b","PRPF4B","PRPF4B"
"Fam50b","FAM50B","FAM50B"
"Pxdc1","PXDC1","PXDC1"
"Slc22a23","SLC22A23","SLC22A23"
"Psmg4","PSMG4","PSMG4"
"Tubb2a","TUBB2A","TUBB2A"
"Bphl","BPHL","BPHL"
"Ripk1","RIPK1","RIPK1"
"Nqo2","NQO2","NQO2"
"Serpinb9","SERPINB9","SERPINB9"
"Wrnip1","WRNIP1","WRNIP1"
"Gmds","GMDS","GMDS"
"Foxc1","FOXC1","FOXC1"
"Foxf2","FOXF2","FOXF2"
"Foxq1","FOXQ1","FOXQ1"
"Exoc2","EXOC2","EXOC2"
"Irf4","IRF4","IRF4"
"Dusp22","DUSP22","DUSP22"
"Uqcrfs1","UQCRFS1","UQCRFS1"
"Mboat1","MBOAT1","MBOAT1"
"E2f3","E2F3","E2F3"
"Sox4","SOX4","SOX4"
"Nrsn1","NRSN1","NRSN1"
"Dcdc2","DCDC2","DCDC2"
"Mrs2","MRS2","MRS2"
"Gpld1","GPLD1","GPLD1"
"Aldh5a1","ALDH5A1","ALDH5A1"
"RGD1307443","KIAA0319","KIAA0319"
"Tdp2","TDP2","TDP2"
"Acot13","ACOT13","ACOT13"
"LOC100911664","C6orf62","C6orf62"
"Gmnn","GMNN","GMNN"
"Armh2","ARMH2",NA
"Ripor2","RIPOR2","RIPOR2"
"Carmil1","CARMIL1","CARMIL1"
"Scgn","SCGN","SCGN"
"Slc17a4","SLC17A4","SLC17A4"
"Slc17a3","SLC17A3","SLC17A3"
"Slc17a2","SLC17A2","SLC17A2"
"H1f1","H1-1","H1-1"
"H1f2","H1-2","H1-2"
"Hfe","HFE","HFE"
"H1f6","H1-6",NA
"H1f4","H1-4","H1-4"
"H4f3","H1-3","H1-3"
"Btn2a2","BTN2A2","BTN2A2"
"Btn1a1","BTN1A1",NA
"Abt1","ABT1","ABT1"
"Zfp322a","ZNF322","ZNF322"
"Pom121l2","POM121L2","POM121L2"
"Hist1h2bc","H2BC14","H2BC14"
"Hist1h2bo","H2BC5","H2BC5"
"H1f5","H1-5","H1-5"
"Zkscan8","ZKSCAN8","ZKSCAN8"
"Nkapl","NKAPL","NKAPL"
"Zscan26","ZSCAN26","ZSCAN26"
"Zscan12","ZSCAN12","ZSCAN12"
"Trim27","TRIM27","TRIM27"
"Aoah","AOAH","AOAH"
"Elmo1","ELMO1","ELMO1"
"Sfrp4","SFRP4","SFRP4"
"Epdr1","EPDR1","EPDR1"
"Stard3nl","STARD3NL","STARD3NL"
"Amph","AMPH","AMPH"
"Vps41","VPS41","VPS41"
"Pou6f2","POU6F2","POU6F2"
"Yae1","YAE1","YAE1"
"Rala","RALA","RALA"
"Cdk13","CDK13","CDK13"
"Mplkip","MPLKIP","MPLKIP"
"Sugct","SUGCT","SUGCT"
"Inhba","INHBA","INHBA"
"Gli3","GLI3","GLI3"
